doi,title,authors,journal,year,type,venue_swept,citations,abstract
10.1016/j.microrel.2010.04.002,Improved electrical characteristics and reliability of amorphous InGaZnO metal–insulator–semiconductor capacitor with high κ HfOxNy gate dielectric,Zou Xiao; Fang Guojia; Yuan Longyan; Tong Xingsheng,Microelectronics Reliability,2010,journal-article,Microelectronics Reliability,7,
10.1109/tdmr.2009.2035689,Composition Effects of $\hbox{Ti}_{x}\hbox{Ta}_{y}$  Dual-Doped $\hbox{HfO}_{x}/\hbox{SiO}_{2}$ Stacked Dielectrics on Electrical and Reliability Characteristics of Advanced Metal-Oxide-Semiconductor Capacitors,Chin-Lung Cheng; Jeng-Haur Horng; Jin-Tsong Jeng; Min-Sheng Chiu,IEEE Transactions on Device and Materials Reliability,2010,journal-article,IEEE Trans. Device and Materials Reliability,3,
10.1016/j.microrel.2010.07.111,Modeling the effect of barrier thickness and low-k dielectric on circuit reliability using 3D model,He Feifei; Tan Cher Ming,Microelectronics Reliability,2010,journal-article,Microelectronics Reliability,2,
10.1016/j.microrel.2010.07.023,Development of a matrix test board for capacitor reliability testing,Virkki J.; Koskenkorva A.; Frisk L.,Microelectronics Reliability,2010,journal-article,Microelectronics Reliability,1,
10.1016/j.microrel.2010.02.021,Intrinsic and extrinsic reliability of a serial connection of capacitors,Allers K.-H.,Microelectronics Reliability,2010,journal-article,Microelectronics Reliability,0,
10.1016/j.microrel.2010.06.009,Detailed investigation of the effects of La and Al content on the electrical characteristics and reliability properties of La–Al–O gate dielectrics,Suzuki Masamichi; Koyama Masato; Kinoshita Atsuhiro,Microelectronics Reliability,2010,journal-article,Microelectronics Reliability,0,
10.1109/tdmr.2009.2020565,Review of Device and Reliability Physics of Dielectrics in Electrostatically Driven MEMS Devices,de Groot W.A.; Webster J.R.; Felnhofer D.; Gusev E.P.,IEEE Transactions on Device and Materials Reliability,2009,journal-article,IEEE Trans. Device and Materials Reliability,71,
10.1109/tdmr.2009.2020741,Reliability of La-Doped Hf-Based Dielectrics nMOSFETs,Chang Yong Kang; Kirsch P.D.; Byoung Hun Lee; Hsing-Huang Tseng,IEEE Transactions on Device and Materials Reliability,2009,journal-article,IEEE Trans. Device and Materials Reliability,18,
10.1016/j.microrel.2009.07.033,A methodology to extract failure rates for low-k dielectric breakdown with multiple geometries and in the presence of die-to-die linewidth variation,Bashir Muhammad; Milor Linda,Microelectronics Reliability,2009,journal-article,Microelectronics Reliability,14,
10.1109/tdmr.2008.2012057,Characteristics and Reliability of Hafnium Oxide Dielectric Stacks With Room Temperature Grown Interfacial Anodic Oxide,Chang C.-H.; Hwu J.-G.,IEEE Transactions on Device and Materials Reliability,2009,journal-article,IEEE Trans. Device and Materials Reliability,9,
10.1109/tdmr.2009.2020153,Scintillation Breakdowns and Reliability of Solid Tantalum Capacitors,Teverovsky A.,IEEE Transactions on Device and Materials Reliability,2009,journal-article,IEEE Trans. Device and Materials Reliability,6,
